sample,colDate,plot,stratum,regen_age,numPols,polGroup,polSpecies,polGenus,ASV,plantFamily,plantGenus,relAbund,weight,weight_100,weight_1000,weight_10000
UD22_0121,28/02/2022,CR04,Understory,20,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Cucurbita_pepo,Cucurbitaceae,Cucurbita,0.360351368,4,36,360,3604
UD22_0824,14/11/2022,PR25,Understory,5,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Guarea_cartaguenya,Meliaceae,Guarea,0.203378946,2,20,203,2034
UD22_0596,26/04/2022,OG42,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Guarea_gentryi,Meliaceae,Guarea,0.330577808,3,33,331,3306
UD22_0596,26/04/2022,OG42,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Guarea_kunthiana,Meliaceae,Guarea,0.10380092,1,10,104,1038
UD22_0659,28/02/2022,CR04,Canopy,20,3,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.929599065,9,93,930,9296
UD22_0636,23/03/2022,CR06,Canopy,32,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.654153243,7,65,654,6542
UD22_0846,14/11/2022,OG37,Understory,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.682588598,7,68,683,6826
UD22_0957,10/4/2022,OG39,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.298270893,3,30,298,2983
UD22_0884,14/11/2022,PR20,Understory,3,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.648761227,6,65,649,6488
UD22_1023,29/03/2022,PR21,Understory,35,2,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.482706767,5,48,483,4827
UD22_1070,22/04/2022,CR18,Understory,9,2,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Hieronyma_alchorneoides,Phyllanthaceae,Hieronyma,0.174898315,2,17,175,1749
UD22_0957,10/4/2022,OG39,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.123919308,1,12,124,1239
UD22_1023,29/03/2022,PR21,Understory,35,2,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.139849624,1,14,140,1398
UD22_1093|LT500,25/10/2022,OG48,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.102739726,1,10,103,1027
UD22_0826,14/11/2022,PR25,Understory,5,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.511033275,5,51,511,5110
UD22_0824,14/11/2022,PR25,Understory,5,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.174776466,2,17,175,1748
UD22_0636,23/03/2022,CR06,Canopy,32,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Myriopus_spc,Heliotropiaceae,Myriopus,0.13806789,1,14,138,1381
UD22_0898,31/10/2022,CR16,Understory,7,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Ochroma_pyramidale,Malvaceae,Ochroma,0.104097379,1,10,104,1041
UD22_0712,14/10/2022,CA60,Understory,0,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Parkia_multijuga,Fabaceae,Parkia,0.245965449,2,25,246,2460
UD22_0289,22/04/2022,CR18,Understory,9,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Parkia_multijuga,Fabaceae,Parkia,0.814098565,8,81,814,8141
UD22_0530,22/04/2022,CR18,Canopy,9,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Parkia_multijuga,Fabaceae,Parkia,0.102261205,1,10,102,1023
UD22_0358,7/5/2022,OG28,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Parkia_multijuga,Fabaceae,Parkia,0.147755583,1,15,148,1478
UD22_1093|LT500,25/10/2022,OG48,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Piper_cavendishioides,Piperaceae,Piper,0.126712329,1,13,127,1267
UD22_0556,28/02/2022,OG38,Understory,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Pouteria_torta,Sapotaceae,Pouteria,0.736495168,7,74,736,7365
UD22_0636,23/03/2022,CR06,Canopy,32,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Ruagea_glabra,Meliaceae,Ruagea,0.118784143,1,12,119,1188
UD22_1093|LT500,25/10/2022,OG48,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Solanum_tuberosum,Solanaceae,Solanum,0.205479452,2,21,205,2055
UD22_0824,14/11/2022,PR25,Understory,5,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Sorocea_jaramilloi,Moraceae,Sorocea,0.112186929,1,11,112,1122
UD22_1093|LT500,25/10/2022,OG48,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Souroubea_guianensis,Marcgraviaceae,Souroubea,0.219178082,2,22,219,2192
UD22_0898,31/10/2022,CR16,Understory,7,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Stellaria_media,Caryophyllaceae,Stellaria,0.226952242,2,23,227,2270
UD22_0605,26/04/2022,OG42,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Stellaria_media,Caryophyllaceae,Stellaria,0.169923996,2,17,170,1699
UD22_0957,10/4/2022,OG39,Canopy,NA,1,Moth_Arctiinae,Macroptila_sp_857,Macroptila,Stellaria_spc,Caryophyllaceae,Stellaria,0.256964457,3,26,257,2570
UD22_0899,31/10/2022,CR16,Understory,7,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Acalypha_diversifolia,Euphorbiaceae,Acalypha,0.122505775,1,12,123,1225
UD22_0385,9/5/2022,PR30,Understory,14,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_garciae,Urticaceae,Cecropia,0.135567668,1,14,136,1356
UD22_0700,14/10/2022,CA60,Understory,0,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.115421733,1,12,115,1154
UD22_0802,19/11/2022,CR10,Understory,23,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.159744409,2,16,160,1597
UD22_0528,22/04/2022,CR18,Canopy,9,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.222774303,2,22,223,2228
UD22_0099,4/4/2022,OG42,Understory,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.402362729,4,40,402,4024
UD22_0333,7/5/2022,OG43,Understory,NA,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.431238095,4,43,431,4312
UD22_0463,7/5/2022,OG43,Canopy,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.123367027,1,12,123,1234
UD22_0692,16/10/2022,OG47,Understory,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.721263917,7,72,721,7213
UD22_0788,16/10/2022,OG47,Canopy,NA,2,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.226017591,2,23,226,2260
UD22_0841,25/10/2022,OG48,Understory,NA,4,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.138234647,1,14,138,1382
UD22_0779,27/10/2022,PA58,Understory,0,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.648114901,6,65,648,6481
UD22_0347,7/5/2022,OG28,Understory,NA,9,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.105784642,1,11,106,1058
UD22_0802,19/11/2022,CR10,Understory,23,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_spc,Urticaceae,Cecropia,0.108626198,1,11,109,1086
UD22_1068,22/04/2022,CR18,Understory,9,7,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_spc,Urticaceae,Cecropia,0.104923726,1,10,105,1049
UD22_1122,26/10/2022,OG49,Canopy,NA,3,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_spc,Urticaceae,Cecropia,0.204819277,2,20,205,2048
UD22_1038,24/04/2022,OG52,Canopy,NA,9,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_spc,Urticaceae,Cecropia,0.251900109,3,25,252,2519
UD22_0779,27/10/2022,PA58,Understory,0,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cecropia_spc,Urticaceae,Cecropia,0.127468582,1,13,127,1275
UD22_0899,31/10/2022,CR16,Understory,7,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cestrum_schlechtendalii,Solanaceae,Cestrum,0.656947451,7,66,657,6569
UD22_0841,25/10/2022,OG48,Understory,NA,4,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cestrum_schlechtendalii,Solanaceae,Cestrum,0.157550077,2,16,158,1576
UD22_1122,26/10/2022,OG49,Canopy,NA,3,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cestrum_schlechtendalii,Solanaceae,Cestrum,0.234939759,2,23,235,2349
UD22_0797,31/10/2022,PR36,Understory,8,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cestrum_schlechtendalii,Solanaceae,Cestrum,0.965914934,10,97,966,9659
UD22_1065,4/4/2022,PR19,Understory,5,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Cestrum_spc,Solanaceae,Cestrum,0.260720412,3,26,261,2607
UD22_0845,14/11/2022,OG37,Understory,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Clusia_nemorosa,Clusiaceae,Clusia,0.401384083,4,40,401,4014
UD22_1038,24/04/2022,OG52,Canopy,NA,9,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Clusia_spc,Clusiaceae,Clusia,0.12631198,1,13,126,1263
UD22_0449,24/04/2022,OG51,Understory,NA,5,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Codonanthopsis_crassifolia,Gesneriaceae,Codonanthopsis,0.104725169,1,10,105,1047
UD22_0700,14/10/2022,CA60,Understory,0,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Coussapoa_villosa,Urticaceae,Coussapoa,0.351090523,4,35,351,3511
UD22_0599,26/04/2022,OG42,Canopy,NA,6,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Guarea_gentryi,Meliaceae,Guarea,0.174477599,2,17,174,1745
UD22_0546,11/5/2022,CR02,Understory,7,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Guarea_kunthiana,Meliaceae,Guarea,0.114399198,1,11,114,1144
UD22_0546,11/5/2022,CR02,Understory,7,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Guarea_macrophylla,Meliaceae,Guarea,0.189400988,2,19,189,1894
UD22_0428,23/03/2022,CR06,Understory,32,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Guarea_macrophylla,Meliaceae,Guarea,0.584439472,6,58,584,5844
UD22_0448,24/04/2022,OG51,Understory,NA,6,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Guarea_macrophylla,Meliaceae,Guarea,0.191750279,2,19,192,1918
UD22_0478,5/4/2022,PR22,Understory,11,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Guarea_macrophylla,Meliaceae,Guarea,0.502101856,5,50,502,5021
UD22_1122,26/10/2022,OG49,Canopy,NA,3,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Heisteria_concinna,Erythropalaceae,Heisteria,0.140060241,1,14,140,1401
UD22_1068,22/04/2022,CR18,Understory,9,7,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.534540494,5,53,535,5345
UD22_1065,4/4/2022,PR19,Understory,5,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.628359062,6,63,628,6284
UD22_0528,22/04/2022,CR18,Canopy,9,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Hieronyma_alchorneoides,Phyllanthaceae,Hieronyma,0.278540948,3,28,279,2785
UD22_0788,16/10/2022,OG47,Canopy,NA,2,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Lamiales_spc,Lamiales spc,Lamiales spc,0.419513193,4,42,420,4195
UD22_0505,22/04/2022,CR18,Canopy,9,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.194067797,2,19,194,1941
UD22_0845,14/11/2022,OG37,Understory,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.279411765,3,28,279,2794
UD22_1038,24/04/2022,OG52,Canopy,NA,9,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.182410423,2,18,182,1824
UD22_0836,14/11/2022,CR01,Understory,5,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.587720981,6,59,588,5877
UD22_0756,21/10/2022,CR08,Understory,26,4,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.621198589,6,62,621,6212
UD22_0841,25/10/2022,OG48,Understory,NA,4,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.387959498,4,39,388,3880
UD22_0771,21/10/2022,PR27,Understory,26,3,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.858900583,9,86,859,8589
UD22_0897,17/10/2022,PR31,Understory,15,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.967367875,10,97,967,9674
UD22_0599,26/04/2022,OG42,Canopy,NA,6,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Mikania_spc,Asteraceae,Mikania,0.149539943,1,15,150,1495
UD22_0546,11/5/2022,CR02,Understory,7,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.165819795,2,17,166,1658
UD22_0528,22/04/2022,CR18,Canopy,9,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.262933302,3,26,263,2629
UD22_1068,22/04/2022,CR18,Understory,9,7,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.185166811,2,19,185,1852
UD22_0598,26/04/2022,OG42,Canopy,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.323505535,3,32,324,3235
UD22_0463,7/5/2022,OG43,Canopy,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.60725897,6,61,607,6073
UD22_0449,24/04/2022,OG51,Understory,NA,5,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.496335583,5,50,496,4963
UD22_0385,9/5/2022,PR30,Understory,14,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Parkia_multijuga,Fabaceae,Parkia,0.137655108,1,14,138,1377
UD22_0463,7/5/2022,OG43,Canopy,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Peperomia_spc,Piperaceae,Peperomia,0.172075427,2,17,172,1721
UD22_0448,24/04/2022,OG51,Understory,NA,6,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Pouteria_caimito,Sapotaceae,Pouteria,0.651170569,7,65,651,6512
UD22_0478,5/4/2022,PR22,Understory,11,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Pouteria_caimito,Sapotaceae,Pouteria,0.13916893,1,14,139,1392
UD22_0564,26/04/2022,PR26,Understory,27,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Pouteria_caimito,Sapotaceae,Pouteria,0.201234726,2,20,201,2012
UD22_0429,23/03/2022,CR06,Understory,32,2,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Pouteria_torta,Sapotaceae,Pouteria,0.812773698,8,81,813,8128
UD22_0428,23/03/2022,CR06,Understory,32,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Ruagea_glabra,Meliaceae,Ruagea,0.262744858,3,26,263,2627
UD22_0099,4/4/2022,OG42,Understory,NA,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Ruagea_glabra,Meliaceae,Ruagea,0.503061564,5,50,503,5031
UD22_0849,19/11/2022,OG44,Understory,NA,3,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Sapotaceae_sp_JSA315_spc,Sapotaceae,Sapotaceae sp JSA315,0.765161005,8,77,765,7652
UD22_0478,5/4/2022,PR22,Understory,11,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Sapotaceae_sp_JSA315_spc,Sapotaceae,Sapotaceae sp JSA315,0.17834158,2,18,178,1783
UD22_0599,26/04/2022,OG42,Canopy,NA,6,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Sloanea_spc,Elaeocarpaceae,Sloanea,0.398228567,4,40,398,3982
UD22_0333,7/5/2022,OG43,Understory,NA,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Sloanea_spc,Elaeocarpaceae,Sloanea,0.162539683,2,16,163,1625
UD22_0449,24/04/2022,OG51,Understory,NA,5,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Sloanea_spc,Elaeocarpaceae,Sloanea,0.115236258,1,12,115,1152
UD22_1122,26/10/2022,OG49,Canopy,NA,3,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Souroubea_guianensis,Marcgraviaceae,Souroubea,0.131024096,1,13,131,1310
UD22_0700,14/10/2022,CA60,Understory,0,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Stellaria_media,Caryophyllaceae,Stellaria,0.139789616,1,14,140,1398
UD22_0836,14/11/2022,CR01,Understory,5,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Stellaria_media,Caryophyllaceae,Stellaria,0.123365767,1,12,123,1234
UD22_0802,19/11/2022,CR10,Understory,23,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Stellaria_media,Caryophyllaceae,Stellaria,0.134185304,1,13,134,1342
UD22_0714,16/10/2022,CR12,Understory,14,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Stellaria_media,Caryophyllaceae,Stellaria,0.306195061,3,31,306,3062
UD22_0505,22/04/2022,CR18,Canopy,9,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Stellaria_media,Caryophyllaceae,Stellaria,0.181355932,2,18,181,1814
UD22_0564,26/04/2022,PR26,Understory,27,11,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Stellaria_media,Caryophyllaceae,Stellaria,0.177179963,2,18,177,1772
UD22_0788,16/10/2022,OG47,Canopy,NA,2,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Tapirira_guianensis,Anacardiaceae,Tapirira,0.267130292,3,27,267,2671
UD22_0347,7/5/2022,OG28,Understory,NA,9,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Tapirira_guianensis,Anacardiaceae,Tapirira,0.347224246,3,35,347,3472
UD22_0546,11/5/2022,CR02,Understory,7,1,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Trichilia_pallida,Meliaceae,Trichilia,0.206970586,2,21,207,2070
UD22_0756,21/10/2022,CR08,Understory,26,4,Moth_Arctiinae,Melese_cf_asana_1041,Melese,Triplaris_cumingiana,Polygonaceae,Triplaris,0.177399187,2,18,177,1774
UD22_0611,26/04/2022,OG42,Canopy,NA,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.652439024,7,65,652,6524
UD22_0386,9/5/2022,PR30,Understory,14,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Cecropia_insignis,Urticaceae,Cecropia,0.457862384,5,46,458,4579
UD22_1021,29/03/2022,PR21,Understory,35,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.552111013,6,55,552,5521
UD22_0489,22/04/2022,CR18,Canopy,9,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Hieronyma_alchorneoides,Phyllanthaceae,Hieronyma,0.454108858,5,45,454,4541
UD22_1091,25/10/2022,OG48,Canopy,NA,2,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.474413004,5,47,474,4744
UD22_1021,29/03/2022,PR21,Understory,35,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.195157957,2,20,195,1952
UD22_0386,9/5/2022,PR30,Understory,14,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Magnoliopsida_spc,Magnoliopsida spc,Magnoliopsida spc,0.233392822,2,23,233,2334
UD22_0852,19/10/2022,CA59,Understory,0,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.779223142,8,78,779,7792
UD22_1091,25/10/2022,OG48,Canopy,NA,2,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Marcgravia_umbellata,Marcgraviaceae,Marcgravia,0.169777243,2,17,170,1698
UD22_0611,26/04/2022,OG42,Canopy,NA,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Matayba_sp.1,Sapindaceae,Matayba,0.172336329,2,17,172,1723
UD22_0489,22/04/2022,CR18,Canopy,9,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Parkia_multijuga,Fabaceae,Parkia,0.162086446,2,16,162,1621
UD22_1001,11/5/2022,PA55,Understory,0,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Pouteria_reticulata,Sapotaceae,Pouteria,0.805172414,8,81,805,8052
UD22_0967,23/05/2022,PR23,Understory,1,2,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Pouteria_reticulata,Sapotaceae,Pouteria,0.220472441,2,22,220,2205
UD22_0967,23/05/2022,PR23,Understory,1,2,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Pouteria_spc,Sapotaceae,Pouteria,0.688757655,7,69,689,6888
UD22_0550,11/5/2022,CR02,Understory,7,4,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Pouteria_torta,Sapotaceae,Pouteria,0.326396596,3,33,326,3264
UD22_0625,23/03/2022,CR06,Canopy,32,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Pouteria_torta,Sapotaceae,Pouteria,0.541668783,5,54,542,5417
UD22_0918,29/10/2022,CR14,Canopy,37,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Ruagea_glabra,Meliaceae,Ruagea,0.824817518,8,82,825,8248
UD22_0550,11/5/2022,CR02,Understory,7,4,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Sapotaceae_sp_JSA315_spc,Sapotaceae,Sapotaceae sp JSA315,0.257368356,3,26,257,2574
UD22_1173,19/11/2022,OG44,Canopy,NA,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Sapotaceae_sp_JSA315_spc,Sapotaceae,Sapotaceae sp JSA315,0.425750653,4,43,426,4258
UD22_0568,26/04/2022,PR26,Understory,27,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Sapotaceae_sp_JSA315_spc,Sapotaceae,Sapotaceae sp JSA315,0.640383536,6,64,640,6404
UD22_1173,19/11/2022,OG44,Canopy,NA,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Sapotaceae_spc,Sapotaceae,Sapotaceae spc,0.544549608,5,54,545,5445
UD22_1091,25/10/2022,OG48,Canopy,NA,2,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Solanum_tuberosum,Solanaceae,Solanum,0.11679711,1,12,117,1168
UD22_0386,9/5/2022,PR30,Understory,14,1,Moth_Arctiinae,Melese_cf_incertus_1044,Melese,Trema_integerrima,Cannabaceae,Trema,0.145944874,1,15,146,1459
UD22_1080,22/04/2022,CR18,Understory,9,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Cecropia_spc,Urticaceae,Cecropia,0.167986561,2,17,168,1680
UD22_1097|LT500,14/11/2022,OG37,Canopy,NA,3,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Cecropia_spc,Urticaceae,Cecropia,0.1125,1,11,113,1125
UD22_1062|LT500,5/4/2022,OG40,Understory,NA,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Cecropia_spc,Urticaceae,Cecropia,0.300925926,3,30,301,3009
UD22_1140,19/10/2022,PA53,Understory,0,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Cecropia_spc,Urticaceae,Cecropia,0.284653465,3,28,285,2847
UD22_0615,10/4/2022,OG39,Canopy,NA,6,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Cestrum_schlechtendalii,Solanaceae,Cestrum,0.434573279,4,43,435,4346
UD22_0268,28/02/2022,CR04,Canopy,20,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Clusia_nemorosa,Clusiaceae,Clusia,0.962484157,10,96,962,9625
UD22_0913,29/10/2022,CR14,Canopy,37,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Clusia_nemorosa,Clusiaceae,Clusia,0.663904999,7,66,664,6639
UD22_0889,29/10/2022,PR34,Canopy,37,2,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Clusia_nemorosa,Clusiaceae,Clusia,0.496298581,5,50,496,4963
UD22_0977,24/04/2022,OG51,Canopy,NA,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Guarea_gentryi,Meliaceae,Guarea,0.738672287,7,74,739,7387
UD22_0663,5/4/2022,PA57,Understory,0,3,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Guarea_macrophylla,Meliaceae,Guarea,0.539171796,5,54,539,5392
UD22_1004,7/4/2022,OG41,Canopy,NA,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Heliotropiaceae_spc,Heliotropiaceae,Heliotropiaceae spc,0.598711189,6,60,599,5987
UD22_0500,22/04/2022,CR18,Canopy,9,6,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Hieronyma_alchorneoides,Phyllanthaceae,Hieronyma,0.117870178,1,12,118,1179
UD22_0977,24/04/2022,OG51,Canopy,NA,1,Moth_Arctiinae,Melese_nr_intensa_948,Melese,Hieronyma_alchorneoides,Phyllanthaceae,Hieronyma,0.105022831,1,11,105,1050
